
"N° PA (lien EAM A010)";"Type de PA";"Discipline";"Libellé du PA";"Date création PA";"Date échéance PA";"Repère équipement";"Site responsable plan d'actions";"Groupe responsable";"Service responsable PA";"Nom responsable PA";"Impact CPP/CSP";"Libellé statut plan d'action";"Date modif statut";"Type de note";"Notes concaténées";
"00039070 ";"DOCN";" ";"DI001-MEA R.E. NON RGE DE LA MESURE CATIONS- 1234C2017 DAM";"16/06/16";"31/12/17";" ";"DAM";"PALABPI";;;;"APPROUVÉ";"09/09/16";"D";" COMMENTAIRES ILD AU CLIP 66 DU 15/06/2016 : Mise à jour de référentiel suite à remplacement de matériel de mesure (obsolesence). Ce CL3 est à décliner en gamme locale sur la base d'une procédure CEIDRE livrée pour info au &2 du courrier. Pas d'échéance d'intégration mais des conditions réglementaires 'locales' exigées. Réponse SCE (AS Gorrias du 10/06/2016) : échéance 31/12/2017. Création d'1PA(00039070), pilote PALABPI(AS Gorrias), 1234C2017, échéance : 31/12/2017, 1 action EN (PALABPI pour AS Gorrias)";
"00039071 ";"DOCN";" ";"DI001-MEA R.E. NON RGE DE LA MES. EFFLT ET ENV-1234C2018 DAM";"16/06/16";"30/06/18";" ";"DAM";"PALABPI";;;;"APPROUVÉ";"09/09/16";"D";" COMMENTAIRES ILD AU CLIP 66 DU 15/06/2016 : Mise à jour de référentiel suite à remplacement de matériel de mesure (obsolesence). Ce CL3 est à décliner en gamme locale sur la base d'une procédure CEIDRE livrée pour info au &2 du courrier. Pas d'échéance d'intégration mais des conditions réglementaires 'locales' exigées. Réponse SCE (AS GOrrias du 10/06/2016 : 30/06/2018). Création d'1PA (00039071), pilote PALABPI (AS Gorrias), 1234C2018, échéance : 30/06/2018, 1 action EN (PALABPI pour AS Gorrias)";
"00039085 ";"DOCN";"CHA";"PLMP-SUIVI CORROS°/EROS° LIGN NON MODELISE BRT-1234C2018 DAM";"16/06/16";"30/06/17";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"16/06/16";"A";" Il est recommandé de réaliser, à minima, sur la prochaine VP DAM1, DAM3 en 2017 et DAM2, DAM4 en 2018, le contrôle (mesure de la teneur en chrome et mesure d¿épaisseur) sur au moins 2 éléments par ligne pour les lignes qui n¿ont fait l¿objet d¿aucune mesure depuis 5 ans. Analyse réalisée par SFI le 29/06/16 par SFI J-C ALLAIS.";
"00039085 ";"DOCN";"CHA";"PLMP-SUIVI CORROS°/EROS° LIGN NON MODELISE BRT-1234C2018 DAM";"16/06/16";"30/06/17";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"16/06/16";"D";"COMMENTAIRES ILD AU CLIP 66 DU 15/06/2016 : ""Création de PLMP pour répondre à la RNM TAPAL AM513-01 ind1. Création d'1PA(00039085), pilote PAIDSPI (R Dupont pour V Tévenaz), discipline CHA, 1234C2018 échéance : 30/06/2017 Les PMRQ métiers sont à rattacher à l'exigence EAM : 0000044664""";
"00039971 ";"DOCN";" ";"DI001 - MEA GUIDE MANAGEMENT 996 - 1234C2017 DAM";"30/06/16";"30/06/17";" ";"DAM";"PAINFPI";;;;"APPROUVÉ";"12/06/17";"D";" COMMENTAIRES ILD AU CLIP 67 DU 29/06/2016 : Gouvernance, maintien en qualité des données et des processus du SI, utilisation des données palier ¿pas d'exigence sur l'échéance d'intégration. Pilotage Rami Moghames (SSI). Création d'1PA(00039971), pilote PAINFPI (R Moghames), 1234C2017, échéance : 30/06/2017, 1 action SSI (PAINFPI)";
"00039971 ";"DOCN";" ";"DI001 - MEA GUIDE MANAGEMENT 996 - 1234C2017 DAM";"30/06/16";"30/06/17";" ";"DAM";"PAINFPI";;;;"APPROUVÉ";"12/06/17";"S";"Réorganisation finalisée afin de répondre à 4 principes sur 5 (la capitalisation est portée par SAP). Mai 2017 : auto-positionnement ""application GM996"" par le Site avec échanges MME-SI national : organisation validée. Reste à écrire une Note d'Application (échéance 31/12/2017) par le MPL Section IT.";
"00039975 ";"DOCN";" ";"DI001 -MEA GUIDE 796:MAITRISE QUAL MAINT EXPL-1234C2017 DAM";"30/06/16";"30/06/17";" ";"DAM";"PAPJTPI";;;;"NOTIFIÉ";"30/06/16";"D";" COMMENTAIRES ILD AU CLIP 67 DU 29/06/2016 : Guide pour répondre aux objectifs 'génération 420' .Pas d'exigence sur l'échéance d'intégration. Création d'1PA (00039975), pilote PAPJTPI (J Buono), 1234C2017 échéance : 30/06/2017, 1 action SAP (PAPJTPI)";
"00039988 ";"DOCN";"CHA";"DEROGATION : D455016021239 [0] [DP330] - 1234C2017 DAM";"30/06/16";"31/12/17";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"01/07/16";"A";" Réaliser des UT mep avant fin 2017 sur TEP001 et 008BA (Fonds sup et inf, Viroles sup, inter et inf ainsi que jupes ); envoyer la synthèse de ces contrôles à UNIE et programmer les requalifications périodiques avant le 21/01/21. Les UT mep sont à réaliser bien en amont de la requalification périodique (par exemple 1 an avant celle-ci) afin de pouvoir traiter tout désordre détecté. Analyse par SFI le 01/07/2016. J-C ALLAIS";
"00039988 ";"DOCN";"CHA";"DEROGATION : D455016021239 [0] [DP330] - 1234C2017 DAM";"30/06/16";"31/12/17";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"01/07/16";"D";"COMMENTAIRES ILD AU CLIP 67 DU 29/06/2016 : Demande de contrôle TEM avant fin 2017 de l'épaisseur des jupes, fonds inf et sup, viroles infs, inter, et sup des bâches de tête TEP (001et 008BA)+ envoi synthèse des ctls à UNIE + programmer la requalif périodique avant le 21/01/2021. Création d'1PA(00039988), discipline CHA, pilote PAIDSPI (R Dupont pour M Elkhir/JC Allais), 1234C2017 , échéance 31/12/2017, 1 action CHA (PACHAPI pour C Balland) 07/03/2017 : ajout RDU D455017000198 pour précisions DP";
"00039989 ";"DOCN";"ENV";"DI001 - MEA LISTE GENERIQUE EIPI CNPE - 1234C2016 DAM";"30/06/16";"31/12/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"01/07/16";"D";" COMMENTAIRES ILD AU CLIP 67 DU 29/06/2016 : Mise à jour de la liste des EIP relative à la maitrise des inconvénients selon arrété INB. Demande de maj de la liste locale des inconvénients avant le 01 juillet 2016 ainsi que la mise en œuvre des exigences définies afférentes. En séance, la question de la mise à jour des équipements palier a été posée. ILD pose la question à SP. Création d'1PA(00039989), pilote  PAIDSPI (R Dupont pour Lamia lamoureux), 1234C2016, échéance : 15/07/2016, 1 action SFI (PAIDSPRTRA pour L Lamoureux) ============================================================ ILD le 08/07/2016 : Analyse CLIP  complétée: - Avant le 01 juillet 2016 (cf &9 de la note), maj la liste locale des inconvénients  ainsi que la mise en œuvre des exigences définies afférentes (exigences afférentes et conduite à tenir en cas d'indisponibilité). - Avant le 31 décembre 2017 ((cf &10 de la note), mettre en application les dispositions de maintenance, de contrôle et d'essais afin d'assurer la pérennité de la qualification et des fonctions. En séance, la question de la mise à jour des équipements palier a été posée. ILD a posé la question à SP, en réponse nous apprenons qu'une fiche CC ESE N° 39 a été crée sans connaissance des échéances de réalisation. - création d'une action à échéance 31/12/2017 pour la maint enance";
"00039995 ";"DOCN";" ";"DI001 - MEA DU DA REF H3 - 1234C2018 DAM";"30/06/16";"01/03/18";" ";"DAM";"PASURPRCH6";;;;"APPROUVÉ";"10/10/16";"D";" COMMENTAIRES ILD AU CLIP 67 DU 29/06/2016 : Nouvelle stratégie de conduite associée à la perte des alims électriques (H3) cumulée à une brêche aux joints des GMPP.  Objectifs de limiter la dépressurisation des GV afin de conserver le fonctionenment des TPS LLS et ASG. IPC possible sous conditions : A intégrer avant ou simultanément au DA DUS, et au plus tard lors du déploiement du nouveau tome (TEM) de la PNXX1721 (prévu en 2017 sur les 4 tranches de DAM et qui consiste à transférer le MMS SEBIM pressu pour ouverture des AUTOS à SCO avec déploiement d'une MMS par tranche). ILD propose une IPCTEM2018 ( validée par pilote CHAP6) pour ce DA et l'ITS PTR. Création d'1PA(00039995), pilote PASURPRCH6 (F Faisant/M.Gawlik), 1234C2018, échéance 01/03/2018, 1 action SSI (PADOCPRDOC)";
"00040173 ";"DOCN";"SIR";"[PIE] - fonction APP603TY 1234P 2017-2018";"06/07/16";"06/01/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"06/07/16";"D";" Note d'étude : D5140/NT/07.032 indice f PIE1APP603TY ind.5 / PIE2APP603TY ind.6 PIE3APP603TY ind.5 / PIE4APP603TY ind.5 Mise à jour ZS E3-1 sur APP607TY Suppression ZS E3-1 sur APP618TY-A Les activités de vérification en fonctionnement et de contrôle type A des supports sont gérées par le SIR.";
"00040181 ";"DOCN";"SIR";"[PIE] - fonction APP604TY-A 1234P 2017-2018";"06/07/16";"06/01/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"06/07/16";"D";" Note d'étude : D5140/NT/07.038 indice f PIE1APP604TY-A ind.5 / PIE2APP604TY-A ind.6 PIE3APP604TY-A ind.5 / PIE4APP604TY-A ind.5 Mise à jour ZS E3-1 sur APP605TY Suppression ZS E3-1 sur APP619TY-A Les activités de vérification en fonctionnement et de contrôle type A des supports sont gérées par le SIR.";
"00041134 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°215 à 219 JUIN 2016";"18/07/16";"30/09/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"18/07/16";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°215 à 219 soit jusque fin JUIN 2016. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014.";
"00042696 ";"DOCN";"GCV";"DI001 - MEA PBMP REFREGERANTS ATMOSPHERIQUE - 1234C2016 DAM";"08/08/16";"30/06/17";" ";"DAM";"PAIPEPI";;;;"APPROUVÉ";"19/12/16";"A";" Intégration des actions prescrites par le PB900AM71701 suivant le tableau de répartition métiers référencé D453316051819 joint au PA.";
"00042696 ";"DOCN";"GCV";"DI001 - MEA PBMP REFREGERANTS ATMOSPHERIQUE - 1234C2016 DAM";"08/08/16";"30/06/17";" ";"DAM";"PAIPEPI";;;;"APPROUVÉ";"19/12/16";"D";"COMMENTAIRES ILD AU CLIP 68 DU 03/08/2016 : Intégration ne peut être réalisé par campagne, doit être réalisé en 2016 avant mise en place nouveaux marchés 2017. Pour DAM : RDU Classe 3 D305214016927 Annule et remplace PB900AM71701 et FA N°1 Création d'1 PA(00042696), discipline GCV, pilote PAIPEPI (V Léger), 1234C2016 , échéance 31/12/2016 1 action GCV (PAIPEPI), 1 action SAE (PAAUTPI pour M Pradille), 1 action ROB (PACHAPI pour C Balland), 1 action SLT (PALNUPI pour B Labat), 1 action SSI (pour pose effectivité pour gestion nouvelle LDA CL3.";
"00042706 ";"DOCN";"IDS";"DI001 - MEA STRATEGIE DE MAINT D455016008492 - 1234C2017 DAM";"08/08/16";"30/06/17";" ";"DAM";"PAIDSPI";;;;"APPROUVÉ";"17/08/16";"D";" COMMENTAIRES ILD AU CLIP 68 DU 03/08/2016 : Définition et mise en oeuvre de la maintenance préventive proportionnée à l¿importance des risques et des inconvénients. Prescriptions A à K. Paragraphe 8 important (dépassement échéance) IPC 2017 Possible sous réserve de non régression. Analyser l'impact de cette note sur les notes MQ qui décrivent la maintenance sur site (exemple du &A pour les EIP ne faisant pas l'objet de prescriptions nationales.... ). Voir avec pilote du MP maintenance impact documentaire local. Création d'1PA(00042706), 1234C2017, pilote PAIDSPI (R Dupont), 1 action SFI ( PAIDSPI pour R Dupont) Echéance : 30/06/2017.";
"00042724 ";"DOCN";" ";"DI001 - MEA DOCTRINE DE MAINT SYST CTE - 1234C2017 DAM";"08/08/16";"31/05/17";" ";"DAM";"PAIDSPRSYS";;;;"APPROUVÉ";"09/08/16";"A";" Comme précisé dans le courrier de mise en application D45501643273, l'intégration de la doctrine de maintenance CTE est à faire par campagne donc non urgente. Par contre dans cette doctrine, certaines  activités sont prescrites sur du matériel EIPi. Sur site, la stratégie décidée concernant ces activités est de tout intégrer avant le 31 décembre 2017 comme mentionnée dans le PA 39989. A ce jour, certains matériels CTE sont en cours d'installati on ou un questionnement sur leur utilisation est en cours. A la vue de ces faits et afin de clarifier la situation, je demande un report de mise à jour du PLMP CTE du 31/03/2017 au 31/05/2017. Report accepté au vu de l'analyse d'impact";
"00042724 ";"DOCN";" ";"DI001 - MEA DOCTRINE DE MAINT SYST CTE - 1234C2017 DAM";"08/08/16";"31/05/17";" ";"DAM";"PAIDSPRSYS";;;;"APPROUVÉ";"09/08/16";"D";"COMMENTAIRES ILD AU CLIP 68 DU 03/08/2016 : Demande de prise en compte de la Doctrine CTE pour mise à jour du PLMP DAM (RDU D453309025807). Notions de prescriptions et de recommandations dans cette doctrine. Le Pilote met à jour le PLMP CTE de site. Attention : le Pilote est attentif aux adhérences avec les EIPI (courrier prescriptif D455016030248 piloté par G Gallière par PA 39989 ) afin d'éviter des doublonnages. Aucun impact palier car non mutualisé. Création d'un PA (00042724), pilote PAIDSPI (R Dupont pour J Corcelette), 1234C2017, échéance 01/03/2017, 1 action SFI (PAIDSPRTRA)pour G Gallière.";
"00042726 ";"DOCN";" ";"DI001 - MEA CPY FA ASG 066 ET FA ASSOCIEES - 1234C2017 DAM";"08/08/16";"01/03/18";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"09/08/16";"D";" COMMENTAIRES ILD AU CLIP 68 DU 03/08/2016 : Ajustements planning perpétuel (notions 1 voie par mois devient bimestriel). IPCTEM2017 validé en CLIP . Attente analyse d'impact palier sur CL4 mutualisés. Dans l'attente de la SP, création d'1PA(00042726), pilote PASURPRCH9, 1234C2017, échéance 01/03/2017, 1 action SSI (PADOCPRDOC).";
"00042726 ";"DOCN";" ";"DI001 - MEA CPY FA ASG 066 ET FA ASSOCIEES - 1234C2017 DAM";"08/08/16";"01/03/18";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"09/08/16";"S";"Echéance reportée en 2018 car non compatible avec l'actuelle RE ASG, il faut intégrer en préalable la RE ASG lot 1";
"00042754 ";"DOCN";" ";"DI001 - MEA de la PNPP1548 et du REX - 3P2017 - DAM";"08/08/16";"01/10/17";" ";"DAM";"PAAUTPI";;;;"APPROUVÉ";"19/08/16";"D";" CADRE : intégration de la modification PNPP1548 CONTEXTE : Remplacement des capteurs RCV011-012MN APPLICABILITE : Palier CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : - 4 h pour l¿intégration dans la documentation du site ; - 4 h pour l¿intégration dans le système d¿information ; COMMENTAIRE ILD AU CLIP 68 DU 03/08/2016 : Analyse : Remplacement des capteurs RCV011-012MN pour mise à niveau ATEX. Un courrier D0900CP1600019 vu en CLIP60 prescrit EPA581 et 582. La modification PNPP1548 est réalisée en TR1 et 2, TR3 en 2017, TR4 en 2018. Création de 4 PA (00042750,00042753,00042754,00042755), pilote PAAUTPI (M.Pradille),1P2016 échéance 01/12/2016 (régul), 2P2016 échéance 01/12/2016,3P2017  échéance 01/10/2017, 4P2018 échéance 01/10/2018, 1 action AN (PAAUTPI).";
"00042755 ";"DOCN";" ";"DI001 - MEA de la PNPP1548 et du REX - 4P2018 - DAM";"08/08/16";"01/10/18";" ";"DAM";"PAAUTPI";;;;"APPROUVÉ";"19/08/16";"D";" CADRE : intégration de la modification PNPP1548 CONTEXTE : Remplacement des capteurs RCV011-012MN APPLICABILITE : Palier CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : - 4 h pour l¿intégration dans la documentation du site ; - 4 h pour l¿intégration dans le système d¿information ; COMMENTAIRE ILD AU CLIP 68 DU 03/08/2016 : Analyse : Remplacement des capteurs RCV011-012MN pour mise à niveau ATEX. Un courrier D0900CP1600019 vu en CLIP60 prescrit EPA581 et 582. La modification PNPP1548 est réalisée en TR1 et 2, TR3 en 2017, TR4 en 2018. Création de 4 PA (00042750,00042753,00042754,00042755), pilote PAAUTPI (M.Pradille),1P2016 échéance 01/12/2016 (régul), 2P2016 échéance 01/12/2016,3P2017  échéance 01/10/2017, 4P2018 échéance 01/10/2018, 1 action AN (PAAUTPI).";
"00043448 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°220 à 223 JUILLET 2016";"18/08/16";"31/10/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"18/08/16";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°220 à 223 soit jusque fin JUILLET 2016. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014.";
"00044102 ";"DOCN";" ";"DI001 - MHA BASE MAINTENANCE PREVENTIVE - 1234C2017 DAM";"29/08/16";"31/03/17";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"19/09/16";"A";" 96 PMRQ contiennent 119 lignes de documents concernés par la mha. 9 RDU sont concernées. Voir NIR. Les PMRQ ont été ajoutés en référence croisée. Création de 4 actions pour les métiers concernés : PMELE : 16 lignes, PMMEC : 12 lignes PMCHA : 30 lifgnes, PMROB : 61 lignes";
"00044102 ";"DOCN";" ";"DI001 - MHA BASE MAINTENANCE PREVENTIVE - 1234C2017 DAM";"29/08/16";"31/03/17";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"19/09/16";"D";"COMMENTAIRES ILD AU CLIP 69 DU 24/08/2016 : ""Création d'1 PA (00044102) 1234C2017 échéance 31/03/2017, PAIDSPI pour ILD (C. Tagot) qui lance l'analyse de rattachement de RDU 1 action sera créée ensuite par métier en écart "" 4 actions créées suite à analyse ILD Le métier supprimera la ligne ou la remplacera par une nouvelle RDU en fonction du contexte de chaque PMRQ.";
"00044112 ";"DOCN";" ";"DI001-MEA MAINT PREVENT. BAT PRODUC NON EIPS-IPCTEM2018 DAM";"29/08/16";"31/12/17";" ";"DAM";"PAIPEPI";;;;"APPROUVÉ";"19/05/17";"D";" COMMENTAIRES ILD AU CLIP 69 DU 24/08/2016 : ""Création d'1 PA (00044112) , IPCTEM2018, échéance : 31/12/2017, pilote PAIPEPI (V Léger), discipline GCV 1 action GCV (PAIPEPI)""";
"00044135 ";"DOCN";"IDS";"DEROGATION : D455016034405 - 1234C2016 DAM";"29/08/16";"31/12/16";" ";"DAM";"PAIDSPI";;;;"APPROUVÉ";"19/09/16";"D";" COMMENTAIRES ILD AU CLIP 69 DU 24/08/2016 : ""Commutateur, réfrigérants à tubes, échangeur, réchauffeurs, thermo corps HP, GSS, ... Création d'1 PA (000) , 1234C2016, pilote PAIDSPI (R Dupont) , échéance : 31/12/2016, discipline IDS 1 action CH (PACHAPI pour C Balland), 1action MEC (PAMECPI pour M Belpeer) 1 action TOR (PAAUTPI M Pradille) 1 action SFI PAIDSPI spéc CHA (R Dupont pour M Elkhir)""";
"00045238 ";"DOCN";"SIR";"[PIE] - récipients VVP010/020/030/274BA 1234P 2017-2018";"13/09/16";"14/03/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"14/09/16";"D";" Note d'étude : D5140/NT/05.090 ind. c PIE1VVP010BAB ind. 6 / PIE1VVP020BAB ind. 7 / PIE1VVP030BAB ind. 6 / PIE1VVP274BAB ind. 6 / PIE2VVP010BAB ind. 6 / PIE2VVP020BAB ind. 5 / PIE2VVP030BAB ind. 5 / PIE2VVP274BAB ind. 6 / PIE3VVP010BAB ind. 10 / PIE3VVP020BAB ind. 5 / PIE3VVP030BAB ind. 5 / PIE3VVP274BAB ind. 5 / PIE4VVP010BAB ind. 5 / PIE4VVP020BAB ind. 5 / PIE4VVP030BAB ind. 6 / PIE4VVP274BAB ind. 6 Intégration du nouveau Guide Professionnel. Mise à jour suite aux remplacements des équipements VVP010/020/030BA sur les tranches 1, 2, 4. Pour les équipements VVP010/020/030BA : Modification périodicité contrôle ZS I2 de 48mois->72mois car pour ces équipements on est passé de présence humaine fréquente à moyenne. Pas de modification pour la ZS I2 des VVP274BA. Les ZS citées dans le PIE doivent être contrôlées lors de la requalification. Modification contrôles au niveau des soupapes, plus de contrôle de manoeuvrabilité lors de l'inspection périodique.";
"00045284 ";"DOCN";" ";"DI001 - MEA REFERENTIEL INCENDIE - 1234C2017 DAM";"14/09/16";"31/03/17";" ";"DAM";"PASPRPI";;;;"APPROUVÉ";"16/09/16";"D";" COMMENTAIRES ILD AU CLIP 70 DU 07/09/2016 : ""Intégration du REX, prise en compte chantiers à forts enjeux et interface avec le SdiN. Pas de production mutualisée. Création d'1 PA (00045284)  1234C2017, Pilote SPR Patrice Gonnet pour chargé incendie, échéance 31/03/2017 + 1 action conduite (Lionel Genter pour Etienne Lejeune) + 1 action IPE (Vincent Léger)""";
"00045286 ";"DOCN";" ";"DI001 - MEA ITS SURCHARGE DIESEL CPY - 1P2017 DAM";"14/09/16";"01/08/17";" ";"DAM";"PASURPRCH6";;;;"APPROUVÉ";"10/10/16";"D";" COMMENTAIRES ILD AU CLIP 70 DU 07/09/2016 : Impact dimmensionnant : 120 pages par tranche à modifier => position SQS : intégration sur les AT 2017. A intégrer en même temps que la FA RRI 033 Création de 4 PA pour AT 2017, pilote PASURPRCH6 (Cécile POLO pour François Faisant/Marjorie Gawlik), , avec 1 action SSI (PADOCPRDOC) par PA Création d'1PA(45286) pour 1P2017 à échéance 01/08/2017,";
"00045290 ";"DOCN";" ";"DI001 - MEA ITS SURCHARGE DIESEL CPY - 3P2017 DAM";"14/09/16";"09/10/17";" ";"DAM";"PASURPRCH6";;;;"APPROUVÉ";"10/10/16";"D";" COMMENTAIRES ILD AU CLIP 70 DU 07/09/2016 : Impact dimmensionnant : 120 pages par tranche à modifier => position SQS : intégration sur les AT 2017. A intégrer en même temps que la FA RRI 033 Création de 4 PA pour AT 2017, pilote PASURPRCH6 (Cécile POLO pour François Faisant/Marjorie Gawlik), , avec 1 action SSI (PADOCPRDOC) par PA Création d'1PA(00045290) pour 3P2017 à échéance 09/10/2017,";
"00045300 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°224 à 227 AOUT 2016";"14/09/16";"30/11/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"16/09/16";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°224 à 227 soit jusque fin AOUT 2016. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. Commentaire du CLIP 70 du 07/09/16 : ""Nouvelle forme de prescription des FDD. A regrouper dans le PA mensuel des FDD ou appliquer la règle 1 courrier = 1 PA => OUI Création d'1PA(00045300) """"Intégration des DEDs SDIN FDD n°224 à 227"""" pilote PAIDSILD 1234C2016 échéance 30/11/2016 avec 1 action par métier""";
"00045434 ";"DOCN";"SIR";"[PIE] - récipients GSSx00ZZ-C 24P 2018";"16/09/16";"20/03/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"20/09/16";"D";" Note d'étude : D5140/NT/05.011 ind. h PIE1GSS100ZZ-C ind. 10 / PIE1GSS100ZZ-F ind. 15 / PIE1GSS200ZZ-C ind. 8 / PIE1GSS200ZZ-F ind. 11 / PIE1GSS300ZZ-C ind. 8 / PIE1GSS300ZZ-F ind. 13 / PIE1GSS400ZZ-C ind. 9 / PIE1GSS400ZZ-F ind. 13 / PIE2GSS100ZZ-C ind. 11 / PIE2GSS100ZZ-F ind. 13 / PIE2GSS200ZZ-C ind. 9 / PIE2GSS200ZZ-F ind. 11 / PIE2GSS300ZZ-C ind. 7 / PIE2GSS300ZZ-F ind. 8 / PIE2GSS400ZZ-C ind. 8 / PIE2GSS400ZZ-F ind. 9 / PIE3GSS100ZZ-C ind. 5 / PIE3GSS100ZZ-F ind. 10 / PIE3GSS200ZZ-C ind. 6 / PIE3GSS200ZZ-F ind. 10 / PIE3GSS300ZZ-C ind. 7 / PIE3GSS300ZZ-F ind. 9 / PIE3GSS400ZZ-C ind. 7 / PIE3GSS400ZZ-F ind. 10 / PIE4GSS100ZZ-C ind. 8 / PIE4GSS100ZZ-F ind. 8 / PIE4GSS200ZZ-C ind. 7 / PIE4GSS200ZZ-F ind. 8 / PIE4GSS300ZZ-C ind. 7 / PIE4GSS300ZZ-F ind. 8 / PIE4GSS400ZZ-C ind. 6 / PIE4GSS400ZZ-F ind. 8 Mise à jour des 4 PIE suivants pour modifier équipement directeur pour contrôles soupapes : 2GSS200ZZ-C; 2GSS400ZZ-C; 4GSS100ZZ-C; 4GSS300ZZ-C Aucune modification au niveau des ZS. Intégrer dans l'EAM ces 4 nouveaux PIE.";
"00046236 ";"DOCN";" ";"DI001 - MEA GUIDE 696 - 1234C2017 DAM";"26/09/16";"30/06/17";" ";"DAM";"PADIRPI";;;;"NOTIFIÉ";"27/09/16";"D";" COMMENTAIRES ILD AU CLIP 71 DU 21/09/2016 : Vu en Clip69. Annule et remplace la DT 696 qui était pilotée par le PA 21376 (échéance 31/12/2015). Suite réponse Pilote DIR Alain Osellame : Création d'un PA (00046236) pilote PADIRPI (Alain Osellame) 1234C2017, échéance 30/06/2017, 1 action (PADIRPI Alain Osellame)";
"00046259 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°228 à 229 SEPTEMBRE 2016";"26/09/16";"30/11/16";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"27/09/16";"D";" CADRE : GT Intégration des DEDs SDIN CONTEXTE : Relevé de décisions suite à GT du 23 mai 2014 APPLICABILITE : toutes les DEDs SDIN de la période considérée et prescrites au travers des Fiches De Diffusion n°228 à 229 soit jusque fin SEPTEMBRE 2016. 1action par spécilaité concernée le métier solde son action soit par NIR (fichier exel des DE Ds SDIN de sa reponsabilité soit en donnat l'info dans son CR que l'ensemble des DEDs re levant de sa spécialité sont intégrées dans l'espace DAM VELAN D4507030855 ind 3, prescrite par DED BCO SP9 RO BCO 14 0009 N° 77, dans la Fiche de diffusion du 28/11/2014. Commentaire du CLIP 70 du 07/09/16 : ""Nouvelle forme de prescription des FDD. A regrouper dans le PA mensuel des FDD ou appliquer la règle 1 courrier = 1 PA => OUI Création d'1PA(00045300) """"Intégration des DEDs SDIN FDD n°224 à 227"""" pilote PAIDSILD 1234C2016 échéance 30/11/2016 avec 1 action par métier""";
"00046262 ";"DOCN";" ";"DI001 - MEA PROGR BASE MAINT PREVENT SDM - 1234C2017 DAM";"26/09/16";"30/06/17";" ";"DAM";"PAIPEPI";;;;"APPROUVÉ";"16/01/17";"A";" le cadre du PBMP Salle des Machines, sont prescriptif au titre de la DI01, la maintenance préventive et l'entretien de base. La périodicité la plus courte prescrite est de 2 ans, le PA à une échéance limite au 24/07/18. Les PMRQ/OTM seront fournis par le palier en 2017. Le courrier MEA autorise l'intégration par campagne car les contrôles sont indépendants de tout état documentaires et de modifications. L'échéance peut donc être décaler au 31/12/17 sans impact dans quelques domaines que ce soit.";
