
"N° PA";"Type PA";"Spéc";"Libellé du PA";"Site";"Grp Resp";"Ech. PA";"Statut";"Date";;"A";"D";"I";"S";
"00015461 ";"DOCN";" ";"DI001 - MEA MQ 2016 indice 5 - 1234C2016 DAM";"DAM";"PASURPRPQ";"01/12/16";"NOTIFIÉ";"28/01/15";;;"1";;;
"00003775 ";"DOCN";" ";"[DI001]-MEA FA RRI024B & RIS092 - PNPP1267B- 1P2017 DAM";"DAM";"PASURPRCH9";"08/07/17";"APPROUVÉ";"26/01/15";;;"1";;;
"00003785 ";"DOCN";" ";"[DI001]-MEA du DA GRANDS CHAUDS- CH9- 1P2017-DAM";"DAM";"PASURPRCH9";"08/07/17";"APPROUVÉ";"26/01/15";;;"1";;;
"00004975 ";"DOCN";" ";"[DI001]-MEA de la FA RIS 092 C (PNPP 1267 B)- 1P2017-DAM";"DAM";"PASURPRCH9";"08/07/17";"APPROUVÉ";"26/01/15";;;"1";;;
"00004980 ";"DOCN";" ";"[DI001]-MEA de la FA RIS 092 C (PNPP 1267 B)- 3P2017-DAM";"DAM";"PASURPRCH9";"27/09/17";"APPROUVÉ";"26/01/15";;;"1";;;
"00015256 ";"DOCN";"ELE";"DI001 - MEA DP323 Indice 0 - 1234P2018 DAM";"DAM";"PAIDSPRCOM";"31/12/18";"APPROUVÉ";"19/01/15";;;"1";;"1";
"00014835 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°136 à 139 Novembre 2014";"DAM";"PAIDSILD";"01/05/16";"APPROUVÉ";"10/12/14";;;"1";;;
"00013967 ";"DOCN";" ";"DI001 - Amendement STE modif PNPP1371 - 3P2017 DAM";"DAM";"PASURPRCH3";"09/09/17";"APPROUVÉ";"25/11/14";;;"1";;;
"00013557 ";"DOCN";" ";"Mise en application déclinant la PNXX 1738- 2P2018- DAM";"DAM";"PASURPRCH9";"30/06/18";"APPROUVÉ";"17/11/14";;;"1";;"1";
"00013558 ";"DOCN";" ";"Mise en application déclinant la PNXX 1738- 4P2018 - DAM";"DAM";"PASURPRCH9";"28/05/18";"APPROUVÉ";"17/11/14";;;"1";;"1";
"00013561 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°131 à 135 Octobre 2014";"DAM";"PAIDSILD";"31/01/15";"APPROUVÉ";"05/11/14";;;"1";;;
"00006844 ";"DOCN";" ";"[DI001]-MEA de RE DMK indice D (PNPP 1184) 2C2017 DAM";"DAM";"PASURPRCH9";"31/12/17";"APPROUVÉ";"03/10/14";;;"1";;;
"00006845 ";"DOCN";" ";"[DI001]-MEA de RE DMK indice D (PNPP 1184) 4C2017 DAM";"DAM";"PASURPRCH9";"31/12/17";"APPROUVÉ";"03/10/14";;;"1";;;
"00011196 ";"DOCN";"ENV";"DI001 - DT 350 indice 1 - 1234C2017 DAM";"DAM";"PAIDSPRTRA";"31/12/17";"APPROUVÉ";"29/09/14";;;"1";;;
"00011248 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°127 à 130 Septembre 2014";"DAM";"PAIDSILD";"31/12/14";"APPROUVÉ";"29/09/14";;;"1";;;
"00011092 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°122 à 126 Aout 2014";"DAM";"PAIDSILD";"30/11/14";"APPROUVÉ";"18/09/14";;;"1";;;
"00011088 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°118 à 121 Juillet 2014";"DAM";"PAIDSILD";"31/10/14";"APPROUVÉ";"17/09/14";;;"1";;;
"00010970 ";"DOCN";" ";"DI001 - REX CL4 D0900CP1400050 - 1P2017 DAM";"DAM";"PAIDSPRTRA";"01/07/17";"APPROUVÉ";"11/09/14";;;"1";;;
"00009881 ";"DOCN";" ";"DI001-DP205 ind.7 Actions de réduction des AAR-1234C2017 DAM";"DAM";"PAAUTPI";"31/12/17";"APPROUVÉ";"21/08/14";;;"1";;;
"00009866 ";"DOCN";" ";"MODELE DI001 - TITRE - 1234C2016 DAM";"DAM";"PAIDSILD";"31/12/99";"NOUVEAU";"04/08/14";;;"1";;;
"00009712 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°114 à 117 Juin 2014";"DAM";"PAIDSILD";"30/09/14";"APPROUVÉ";"24/07/14";;;"1";;;
"00009375 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°109 à 113 Mai 2014";"DAM";"PAIDSILD";"31/08/14";"APPROUVÉ";"18/06/14";;;"1";;;
"00009279 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°1 à 108, 03/2012 à 04/2014";"DAM";"PAIDSILD";"30/10/14";"APPROUVÉ";"06/06/14";;;"1";;;
"00006637 ";"DOCN";"IDS";"DI001 - PB900-AP913-01 et 02 ind.2 - 1234P2015  DAM";"DAM";"PAIDSPI";"12/02/16";"APPROUVÉ";"21/03/14";;"1";"1";;;
"00006563 ";"DOCN";"ELE";"DI001 - MEA Dérogatoire DP312 - 1P2015 DAM";"DAM";"PAIDSPRCOM";"31/12/19";"APPROUVÉ";"05/03/14";;;"1";;"1";
"00006567 ";"DOCN";"ELE";"DI001 - MEA Dérogatoire DP312 - 2P2016 DAM";"DAM";"PAIDSPRCOM";"31/12/18";"APPROUVÉ";"05/03/14";;;"1";;"1";
"00006568 ";"DOCN";"ELE";"DI001 - MEA Dérogatoire DP312 - 4P2016 DAM";"DAM";"PAIDSPRCOM";"31/12/18";"APPROUVÉ";"05/03/14";;;"1";;"1";
"00006643 ";"DOCN";" ";"DI001-DP205 ind6 pose/dépose des shunts RPN uniquement-DAM";"DAM";"PAAUTPI";"09/06/18";"APPROUVÉ";"11/02/14";;;"1";"1";"1";
"00006577 ";"DOCN";"VCL";"DI001-PB AM450 14 (0) Ancrage ventilation IPS-1234P2015 DAM";"DAM";"PAIDSPRSYS";"30/06/14";"APPROUVÉ";"04/02/14";;;"1";;"1";
"00003562 ";"DOCN";" ";"DI001 - CIA - Référentiel DA GD CHD + Compl CPY - 1P2017-DAM";"DAM";"PASURPRCH6";"31/07/17";"APPROUVÉ";"14/01/14";;;"1";"1";"1";
"00003665 ";"DOCN";" ";"DI001 - CIA PNPP1267 - 1P2017 DAM";"DAM";"PASURPRCH6";"31/07/17";"APPROUVÉ";"14/01/14";;;"1";;"1";
"00003669 ";"DOCN";" ";"DI001 - CIA DA RCV PNPP1267 Tome B - 1P2017- DAM";"DAM";"PASURPRCH6";"31/07/17";"APPROUVÉ";"14/01/14";;;"1";;"1";
"00003673 ";"DOCN";" ";"DI001 - CIA DA GChauds  - 1P2017-DAM";"DAM";"PASURPRCH6";"31/07/17";"APPROUVÉ";"14/01/14";;;"1";;"1";
"00004432 ";"DOCN";"AUT";"DI001 - PNM FA n°4 PBMP PB900RCV01 (1) PNPP1267 - 1P2017 DAM";"DAM";"PAIDSPRCOM";"01/10/17";"APPROUVÉ";"21/11/13";;;"1";;;
"00003595 ";"DOCN";" ";"DI001-STE Amendement au ""DA Grands Chauds""-1P3417";"DAM";"PASURPRCH3";"18/07/17";"APPROUVÉ";"28/10/13";;;"1";;;
"00003629 ";"DOCN";" ";"DI001 - STE PNPP1267 TOME B POMPES RCV - 1P2017 DAM";"DAM";"PASURPRCH3";"18/07/17";"APPROUVÉ";"28/10/13";;;"1";;;

